probe_id,stability_fraction,n_significant_repeats
exm81112-0_T_R_1919163462,0.0,0
exm81122-0_T_F_1921356781,0.0,0
exm81136-0_B_R_1921535854,0.0,0
exm81138-0_T_F_1921506941,0.0,0
exm81161-0_T_R_1919178162,0.0,0
exm81172-0_B_F_1921486601,0.0,0
exm81178-0_B_F_1921506669,0.0,0
exm-rs1933182-131_B_F_1990480460,0.0,0
exm81231-0_B_R_1921485480,0.0,0
exm81233-0_T_F_1921340247,0.0,0
exm81234-0_B_F_1921491207,0.0,0
exm81239-0_T_F_1921581213,0.0,0
exm81245-0_B_F_1921581863,0.0,0
exm81254-0_B_R_1921491168,0.0,0
exm81274-0_T_R_1921370292,0.0,0
exm81288-0_B_R_1921374446,0.0,0
exm-rs12049330-131_B_F_1990478841,0.0,0
exm81319-0_B_R_1921464366,0.0,0
exm1691578-0_T_R_1927688181,0.0,0
exm81348-0_B_R_1921383116,0.0,0
exm81381-0_B_R_1919150992,0.0,0
exm81394-0_B_R_1921471486,0.0,0
exm81414-0_B_F_1921438063,0.0,0
exm81447-0_T_R_1921471938,0.0,0
exm2265035-0_T_F_1984845227,0.0,0
exm-rs7550711-131_B_F_1990485084,0.0,0
exm81525-0_T_F_1921418445,0.0,0
exm-rs6537837-131_B_F_1990484230,0.0,0
exm81531-0_T_F_1921448285,0.0,0
exm2249509-0_T_F_1975255686,0.0,0
exm81581-0_T_R_1921511942,0.0,0
exm81585-0_B_F_1921530923,0.0,0
exm81589-0_T_R_1919135558,0.0,0
exm81603-0_B_R_1921584618,0.0,0
exm81619-0_T_F_1921392579,0.0,0
exm81663-0_B_R_1919164744,0.0,0
exm2249514-0_T_R_1975255767,0.0,0
exm81739-0_B_F_1921457211,0.0,0
exm81780-0_T_R_1919139164,0.0,0
exm81787-0_B_R_1921401016,0.0,0
exm81798-0_T_R_1921419208,0.0,0
exm81803-0_T_F_1919129289,0.0,0
exm81845-0_B_R_2060134691,0.0,0
exm81966-0_T_F_1921452507,0.0,0
exm81997-0_T_F_1921433777,0.0,0
exm81999-0_T_R_1921499958,0.0,0
exm82022-0_T_R_1921457368,0.0,0
exm82029-0_T_R_1921584588,0.0,0
exm82031-0_T_F_1921374845,0.0,0
exm82037-0_B_F_1919125027,0.0,0
exm82048-0_T_R_1921560058,0.0,0
exm82097-0_B_R_1921394912,0.0,0
exm82107-0_B_R_1921447964,0.0,0
exm82118-0_B_F_1921434401,0.0,0
exm82125-0_B_F_1921372531,0.0,0
exm82130-0_T_R_2060126498,0.0,0
exm82132-0_B_F_1921475477,0.0,0
exm82133-0_T_F_1921361007,0.0,0
exm82145-0_B_F_1921407319,0.0,0
exm2264888-0_B_R_1984845352,0.0,0
exm-rs10494112-131_B_R_1990477917,0.0,0
exm-rs484959-131_B_R_1990483631,0.0,0
exm82173-0_B_F_1921570775,0.0,0
exm82175-0_B_F_1921510303,0.0,0
exm82177-0_T_R_1921522814,0.0,0
exm82202-0_B_R_1921340594,0.0,0
exm82211-0_B_F_1921487013,0.0,0
exm82217-0_T_F_1921380877,0.0,0
exm82225-0_B_F_1921355853,0.0,0
exm82239-0_B_F_1921447229,0.0,0
exm82264-0_T_F_1921523813,0.0,0
exm82275-0_B_R_1921504976,0.0,0
exm82282-0_T_R_1919147330,0.0,0
exm82335-0_B_R_1921500854,0.0,0
exm82341-0_B_R_1921490140,0.0,0
exm82426-0_T_R_1921385164,0.0,0
exm82436-0_B_F_1921384183,0.0,0
exm82462-0_B_F_1921521875,0.0,0
exm82474-0_T_F_1921473875,0.0,0
exm82478-0_T_R_1921378764,0.0,0
exm82486-0_B_R_1921536456,0.0,0
exm-rs877068-131_T_R_1990494554,0.0,0
exm82504-0_B_R_1921418634,0.0,0
exm82510-0_B_R_1921397260,0.0,0
exm82529-0_T_F_2060131144,0.0,0
exm82532-0_B_R_1919153004,0.0,0
exm82562-0_T_R_1921545704,0.0,0
exm82575-0_T_F_1919179259,0.0,0
exm82621-0_T_R_1921477158,0.0,0
exm82623-0_B_R_1921581040,0.0,0
exm82626-0_T_F_2060131136,0.0,0
exm82649-0_T_F_2060424849,0.0,0
exm82650-0_T_F_1921327383,0.0,0
exm82664-0_T_R_1919128642,0.0,0
exm82667-0_T_R_1921511494,0.0,0
exm-rs958798-131_T_R_1990495018,0.0,0
exm2249550-0_T_F_1975242973,0.0,0
exm1694106-0_T_F_1927735414,0.0,0
exm82691-0_T_F_1921382013,0.0,0
exm82713-0_B_R_1921580750,0.0,0
exm82757-0_T_R_1921509744,0.0,0
exm82765-0_T_F_1921486443,0.0,0
exm82770-0_B_F_1919162849,0.0,0
exm82797-0_T_F_1921518623,0.0,0
exm82801-0_B_F_1921532627,0.0,0
exm82803-0_B_R_1921513694,0.0,0
exm82814-0_B_R_1921403724,0.0,0
exm82817-0_T_F_1921375957,0.0,0
exm82825-0_B_F_2058868078,0.0,0
exm82829-0_B_R_1919168888,0.0,0
exm82831-0_T_R_1921481776,0.0,0
exm82838-0_B_F_1921525271,0.0,0
exm82852-0_T_F_1919184505,0.0,0
exm82871-0_T_R_1921542134,0.0,0
exm82881-0_T_R_1921437740,0.0,0
exm82883-0_B_R_1919157902,0.0,0
exm82895-0_B_F_1921525309,0.0,0
exm82901-0_T_R_1921330398,0.0,0
exm82905-0_T_F_1919130735,0.0,0
exm82909-0_B_R_1921376088,0.0,0
exm82912-0_B_F_1921402103,0.0,0
exm82919-0_B_R_1921345600,0.0,0
exm82930-0_T_R_1921522456,0.0,0
exm82932-0_B_F_1921570175,0.0,0
exm82944-0_T_F_1919140823,0.0,0
exm82946-0_B_F_1919159681,0.0,0
exm82958-0_B_R_1921477718,0.0,0
exm82983-0_B_F_1919172831,0.0,0
exm82996-0_T_F_1919184147,0.0,0
exm83022-0_T_R_1919173096,0.0,0
exm-rs4839069-131_B_R_1990483618,0.0,0
exm2259694-0_T_R_1975256441,0.0,0
exm-rs12061304-131_T_F_1990487924,0.0,0
exm2268738-0_T_R_1984845426,0.0,0
exm83120-0_B_R_1921466142,0.0,0
exm83132-0_T_F_1919135707,0.0,0
exm83148-0_B_R_1921433108,0.0,0
exm1695394-0_B_R_1927732003,0.0,0
exm83166-0_T_F_1921498279,0.0,0
exm83171-0_B_F_1921518883,0.0,0
exm83172-0_T_R_1921505010,0.0,0
exm83180-0_B_R_1919176680,0.0,0
exm83183-0_B_R_1921452280,0.0,0
exm83204-0_T_R_1921373294,0.0,0
exm83250-0_B_R_1921476090,0.0,0
exm83261-0_T_R_1921575738,0.0,0
exm83314-0_B_F_1919176061,0.0,0
exm83328-0_B_F_1921452773,0.0,0
exm83351-0_T_F_1921348489,0.0,0
exm83368-0_T_R_1921524750,0.0,0
exm83370-0_B_F_1921340975,0.0,0
exm83383-0_B_R_1919116158,0.0,0
exm83397-0_T_F_1921346731,0.0,0
exm83429-0_B_F_1921371857,0.0,0
exm83435-0_B_R_1919158154,0.0,0
exm83444-0_B_R_1919154502,0.0,0
exm83450-0_B_F_1921394159,0.0,0
exm83460-0_B_R_1921402210,0.0,0
exm83467-0_T_R_1919140320,0.0,0
exm83471-0_B_R_1921515238,0.0,0
exm2263358-0_B_F_1978045014,0.0,0
exm83509-0_T_F_1921447087,0.0,0
exm83510-0_T_F_1921388979,0.0,0
exm83514-0_B_R_1921522348,0.0,0
exm-rs2786152-131_B_F_1990481857,0.0,0
exm83523-0_T_F_1919147359,0.0,0
exm1696802-0_B_R_1927702199,0.0,0
exm83529-0_T_F_1921569973,0.0,0
exm83536-0_T_R_1921341206,0.0,0
exm83542-0_B_F_1921560973,0.0,0
exm83545-0_B_F_1921445485,0.0,0
exm83565-0_T_F_1921385141,0.0,0
exm83567-0_B_F_1919164999,0.0,0
exm83570-0_B_R_1919123278,0.0,0
exm83575-0_B_R_2058870343,0.0,0
exm83577-0_B_R_1921547234,0.0,0
exm83582-0_T_F_1921338995,0.0,0
exm83586-0_B_F_1921524115,0.0,0
exm83592-0_T_F_1919139813,0.0,0
exm83601-0_B_R_1921573538,0.0,0
exm83604-0_T_R_1921517470,0.0,0
exm83607-0_B_R_1921558970,0.0,0
exm83614-0_B_R_1921340900,0.0,0
exm83625-0_B_F_1919114137,0.0,0
exm83629-0_B_R_1921549556,0.0,0
exm83630-0_B_R_1921502264,0.0,0
exm2264890-0_T_F_1984845919,0.0,0
exm83649-0_T_F_1921408087,0.0,0
exm83652-0_B_F_1919139879,0.0,0
exm83660-0_B_F_1921551043,0.0,0
exm83663-0_T_F_1921497027,0.0,0
exm83665-0_B_F_1921390531,0.0,0
exm83667-0_B_F_1919120363,0.0,0
exm83670-0_B_F_1921352601,0.0,0
exm83700-0_T_R_1921433294,0.0,0
exm83704-0_B_R_1919122620,0.0,0
exm83705-0_T_R_1921374182,0.0,0
exm1697697-0_B_R_1927704465,0.0,0
exm83711-0_B_R_1919118968,0.0,0
exm83724-0_T_R_1921511602,0.0,0
exm83743-0_T_R_1919136574,0.0,0
exm83772-0_T_F_1919116769,0.0,0
exm83782-0_T_F_1921533437,0.0,0
exm83845-0_T_F_1921534367,0.0,0
exm83861-0_B_R_1921526806,0.0,0
exm1697903-0_B_F_1927734492,0.0,0
exm83888-0_T_F_1921516387,0.0,0
exm83900-0_T_F_1921546261,0.0,0
exm83937-0_T_R_1921517658,0.0,0
exm83938-0_T_R_1921400560,0.0,0
exm83945-0_T_R_1921567896,0.0,0
exm84013-0_B_R_1921534210,0.0,0
exm84023-0_T_R_1919134548,0.0,0
exm84025-0_B_F_1919158045,0.0,0
exm84054-0_B_R_1919184438,0.0,0
exm84113-0_B_R_1919140436,0.0,0
exm84127-0_B_R_1919119286,0.0,0
exm84143-0_B_F_1921534595,0.0,0
exm84150-0_T_F_1921394571,0.0,0
exm84155-0_T_F_1921448959,0.0,0
exm84163-0_T_F_1921469503,0.0,0
exm84165-0_T_R_1921568668,0.0,0
exm84167-0_B_F_1921517813,0.0,0
exm84177-0_B_R_1921454954,0.0,0
exm84182-0_T_F_1921458733,0.0,0
exm84183-0_B_F_1921344387,0.0,0
exm84188-0_B_F_1921579563,0.0,0
exm84210-0_B_R_1921507960,0.0,0
exm84216-0_T_R_1921411020,0.0,0
exm2265036-0_T_F_1984844545,0.0,0
exm2264891-0_T_F_1984844717,0.0,0
exm-rs6681719-131_B_R_1990484331,0.0,0
exm-rs7555668-131_B_F_1990485094,0.0,0
exm-rs2999471-131_T_R_1990491218,0.0,0
exm84299-0_B_R_1921426240,0.0,0
exm84302-0_T_F_1919128111,0.0,0
exm84327-0_B_R_1921437302,0.0,0
exm84329-0_B_R_1921468900,0.0,0
exm84337-0_T_F_1919190865,0.0,0
exm84346-0_B_R_1921505426,0.0,0
exm84367-0_B_R_2060124797,0.0,0
exm84373-0_T_F_1921326987,0.0,0
exm84378-0_T_F_1921376819,0.0,0
exm84404-0_T_R_1921488196,0.0,0
exm84445-0_T_R_1921530546,0.0,0
exm84446-0_B_R_2060142224,0.0,0
exm84461-0_T_R_1921474728,0.0,0
exm84467-0_B_F_1921552767,0.0,0
exm84482-0_B_F_1921470297,0.0,0
exm84492-0_B_R_1919147448,0.0,0
exm84500-0_T_R_1921484888,0.0,0
exm84501-0_B_R_1921371036,0.0,0
exm84513-0_B_R_1921464762,0.0,0
exm84517-0_B_R_1919154278,0.0,0
exm84525-0_B_F_1921382289,0.0,0
exm84526-0_B_F_1919158531,0.0,0
exm84535-0_T_R_1919179296,0.0,0
exm84539-0_B_R_1921556974,0.0,0
exm84542-0_T_F_1919172725,0.0,0
exm-rs17030613-131_T_F_1990489115,0.0,0
exm84651-0_T_F_1921485361,0.0,0
exm84674-0_B_R_1921468036,0.0,0
exm84683-0_T_F_1921540751,0.0,0
exm84742-0_T_R_1921449320,0.0,0
exm84745-0_B_F_1921479677,0.0,0
exm84748-0_B_R_1921397266,0.0,0
exm84750-0_B_F_2060124817,0.0,0
exm84779-0_B_R_1921534530,0.0,0
exm2268739-0_B_F_1984845637,0.0,0
exm84786-0_T_R_1921488934,0.0,0
exm84788-0_T_F_1921500657,0.0,0
exm84805-0_B_F_1921380713,0.0,0
exm84806-0_B_F_1921411169,0.0,0
exm84808-0_T_F_1921355243,0.0,0
exm84812-0_B_F_1921520047,0.0,0
exm84814-0_B_R_1921495674,0.0,0
exm84822-0_T_F_1921351005,0.0,0
exm84829-0_B_R_1921564284,0.0,0
exm84831-0_T_R_1921387736,0.0,0
exm84833-0_B_R_1921490248,0.0,0
exm84834-0_B_F_1921336861,0.0,0
exm84840-0_T_R_1919129586,0.0,0
exm-rs11590090-131_B_R_1990478574,0.0,0
exm84845-0_T_R_1921521014,0.0,0
exm84847-0_T_R_1921378288,0.0,0
exm84857-0_B_F_1921439915,0.0,0
exm84860-0_T_R_1919126230,0.0,0
exm84864-0_T_F_1919187963,0.0,0
exm84865-0_B_F_1921460933,0.0,0
exm84917-0_B_F_2058856774,0.0,0
exm84940-0_T_F_1921326495,0.0,0
exm84961-0_B_R_1921377720,0.0,0
exm84976-0_B_F_1921574319,0.0,0
exm1701686-0_B_R_2060120674,0.0,0
exm84992-0_B_F_1919150557,0.0,0
exm85009-0_B_F_1919117501,0.0,0
exm85015-0_T_R_1921457148,0.0,0
exm85030-0_T_F_1921384713,0.0,0
exm85032-0_B_R_1921368544,0.0,0
exm2268740-0_T_R_1984844528,0.0,0
exm-rs773564-131_B_R_1990485249,0.0,0
exm85043-0_T_F_1919162463,0.0,0
exm85095-0_T_R_1921583186,0.0,0
exm85115-0_T_F_1921451685,0.0,0
exm85140-0_B_R_1919134438,0.0,0
exm85194-0_B_R_1921365866,0.0,0
exm85203-0_B_F_2060419922,0.0,0
exm85245-0_T_F_1921427279,0.0,0
exm85248-0_T_F_1921450137,0.0,0
exm85279-0_T_R_1921345238,0.0,0
exm85294-0_B_F_1921433051,0.0,0
exm85300-0_T_R_1921367284,0.0,0
exm85314-0_T_R_1921439922,0.0,0
exm-rs6679677-131_T_F_1990493246,0.0,0
exm85322-0_T_F_1921531281,0.0,0
exm85400-0_T_R_1919147246,0.0,0
exm85413-0_B_F_1921394821,0.0,0
exm85421-0_B_R_2058869060,0.0,0
exm85427-0_B_R_1921543576,0.0,0
exm85438-0_B_F_2058869061,0.0,0
exm85439-0_B_F_1921384251,0.0,0
exm85449-0_B_F_1921399481,0.0,0
exm85453-0_B_F_1921371059,0.0,0
exm85468-0_B_F_1921370249,0.0,0
exm85488-0_B_R_1921423032,0.0,0
exm85493-0_B_F_1921527175,0.0,0
exm85500-0_T_R_1921344054,0.0,0
exm2259731-0_T_R_1975255817,0.0,0
exm85516-0_T_F_1921428249,0.0,0
exm85540-0_T_F_1921355831,0.0,0
exm85544-0_B_F_1921487739,0.0,0
exm85556-0_B_R_1921368226,0.0,0
exm85573-0_T_R_1921331138,0.0,0
exm85584-0_T_R_1921544912,0.0,0
exm85589-0_T_F_1921539973,0.0,0
exm1701981-0_T_R_1927692885,0.0,0
exm85596-0_T_F_1921429489,0.0,0
exm85597-0_T_F_1921454661,0.0,0
exm85617-0_B_F_1921338751,0.0,0
exm2230834-0_B_R_1960095450,0.0,0
exm85641-0_T_R_1919130520,0.0,0
exm85645-0_T_R_1919149296,0.0,0
exm85648-0_B_F_1919190875,0.0,0
exm85671-0_B_F_1921508701,0.0,0
exm85672-0_T_F_1921458029,0.0,0
exm85699-0_T_R_1921507790,0.0,0
exm85703-0_T_R_1919187478,0.0,0
exm85790-0_B_R_1921562180,0.0,0
exm85798-0_T_F_1921444065,0.0,0
exm85809-0_B_F_1921522755,0.0,0
exm2264892-0_B_R_2060421161,0.0,0
exm85838-0_B_F_1919156423,0.0,0
exm85852-0_B_R_1921557080,0.0,0
exm85880-0_T_R_1919153784,0.0,0
exm85883-0_T_R_1919163790,0.0,0
exm85886-0_B_R_1919170150,0.0,0
exm85900-0_B_R_1921448114,0.0,0
exm85914-0_T_F_1921495063,0.0,0
exm85919-0_T_F_1921329609,0.0,0
exm85959-0_T_F_1921551277,0.0,0
exm-rs2774292-131_T_R_1990490916,0.0,0
exm2249700-0_T_F_1975256650,0.0,0
exm85988-0_B_F_1921388243,0.0,0
exm86001-0_T_R_1921460750,0.0,0
exm86002-0_B_R_1921356982,0.0,0
exm86006-0_B_F_1921395873,0.0,0
exm86100-0_T_F_1921513859,0.0,0
exm86106-0_T_R_1921539036,0.0,0
exm86115-0_B_R_1921381426,0.0,0
exm86132-0_T_R_1921521410,0.0,0
exm86140-0_B_F_1921465319,0.0,0
exm86173-0_T_R_1919179272,0.0,0
exm86189-0_B_R_1921512000,0.0,0
exm86196-0_B_R_2060143063,0.0,0
exm86197-0_B_F_1921505999,0.0,0
exm86199-0_B_R_1919178524,0.0,0
exm86204-0_T_R_1921341438,0.0,0
exm86216-0_T_R_1921440936,0.0,0
exm86218-0_B_R_1921371416,0.0,0
exm86220-0_T_R_1921447976,0.0,0
exm86221-0_T_R_1921544746,0.0,0
exm86226-0_T_R_1919131614,0.0,0
exm86228-0_T_F_1919134615,0.0,0
exm86274-0_T_F_1919120711,0.0,0
exm86287-0_T_F_1921469723,0.0,0
exm86292-0_B_R_1921491206,0.0,0
exm86320-0_T_R_1921380940,0.0,0
exm86324-0_B_R_1919123932,0.0,0
exm86325-0_B_F_1921504999,0.0,0
exm86327-0_B_R_1921447660,0.0,0
exm86332-0_T_F_1921537501,0.0,0
exm86345-0_T_F_2060126458,0.0,0
exm2273331-101_B_F_1984859520,0.0,0
exm86378-0_T_F_1921402797,0.0,0
exm86387-0_T_R_1919169790,0.0,0
exm86506-0_T_F_1921584427,0.0,0
exm2268741-0_T_R_1984845132,0.0,0
exm86538-0_B_R_1921450196,0.0,0
exm86547-0_T_R_1921496834,0.0,0
exm86560-0_B_R_1919118300,0.0,0
exm86578-0_T_R_1919123928,0.0,0
exm86587-0_B_R_1919186694,0.0,0
exm86608-0_T_R_1919142000,0.0,0
exm86620-0_B_F_1919117187,0.0,0
exm86630-0_T_R_1919114506,0.0,0
exm86633-0_B_R_1921345844,0.0,0
exm86650-0_B_F_1921355657,0.0,0
exm2265038-0_T_F_1984844437,0.0,0
exm-rs195204-131_B_R_1990480478,0.0,0
exm2268742-0_T_R_1984845826,0.0,0
exm86667-0_T_R_1921562470,0.0,0
exm86682-0_B_F_1921408873,0.0,0
exm86697-0_T_F_1921372301,0.0,0
exm86719-0_T_F_1921455611,0.0,0
exm2249709-0_B_F_1975255504,0.0,0
exm86727-0_B_R_1921566778,0.0,0
exm86735-0_B_F_1921421335,0.0,0
exm86736-0_B_R_1921578528,0.0,0
exm86760-0_T_R_1921379210,0.0,0
exm86773-0_T_F_1919163489,0.0,0
exm86796-0_B_F_1919174075,0.0,0
exm86839-0_T_R_1921434808,0.0,0
exm86840-0_B_R_1921524008,0.0,0
exm2249711-0_T_F_1975243247,0.0,0
exm86847-0_B_R_1921495060,0.0,0
exm86859-0_T_R_1921536426,0.0,0
exm86861-0_T_R_1919161608,0.0,0
exm2230865-0_T_F_1960092857,0.0,0
exm86891-0_B_F_1921517647,0.0,0
exm86898-0_T_F_2058871644,0.0,0
exm86906-0_T_R_1921527444,0.0,0
exm86923-0_B_F_1919155865,0.0,0
exm86956-0_T_F_1919130485,0.0,0
exm2273332-96_T_F_1984859510,0.0,0
exm86965-0_B_R_1921399314,0.0,0
exm86978-0_B_F_1921520505,0.0,0
exm87010-0_B_F_1919156645,0.0,0
exm87018-0_T_R_1921467134,0.0,0
exm87037-0_T_F_1919177561,0.0,0
exm2249712-0_T_R_1975243144,0.0,0
exm2268927-0_B_F_1984844923,0.0,0
exm87099-0_T_F_1921430145,0.0,0
exm87175-0_T_R_1921433088,0.0,0
exm87187-0_B_F_1919187691,0.0,0
exm-rs1335532-131_B_F_1990479431,0.0,0
exm-rs2300747-131_B_R_1990481190,0.0,0
exm87191-0_B_F_1919179603,0.0,0
exm87208-0_B_F_1921402075,0.0,0
exm87217-0_B_F_1921524813,0.0,0
exm87226-0_T_R_1919171020,0.0,0
exm87236-0_B_F_1921378555,0.0,0
exm87238-0_B_F_1921388191,0.0,0
exm87246-0_B_F_1921489857,0.0,0
exm2230879-0_B_F_1960093041,0.0,0
exm87419-0_T_F_1921408653,0.0,0
exm2264894-0_T_F_1984845101,0.0,0
exm87455-0_B_R_1921366534,0.0,0
exm2268928-0_T_R_1984844716,0.0,0
exm-rs2806864-131_B_F_1990481869,0.0,0
exm87482-0_B_R_1919129346,0.0,0
exm87484-0_B_R_1921498588,0.0,0
exm87515-0_B_R_1921492050,0.0,0
exm87524-0_B_R_1919158666,0.0,0
exm87573-0_T_F_1921377103,0.0,0
exm2264895-0_T_F_1984845365,0.0,0
exm87588-0_T_F_2060131145,0.0,0
exm87593-0_B_R_1921550636,0.0,0
exm87597-0_T_F_1921338913,0.0,0
exm87598-0_T_F_1921515799,0.0,0
exm87603-0_T_F_1921491377,0.0,0
exm87605-0_T_R_1919118316,0.0,0
exm87609-0_B_R_1921581696,0.0,0
exm87622-0_T_F_1921454185,0.0,0
exm87628-0_B_F_1921553619,0.0,0
exm87630-0_T_R_1919163892,0.0,0
exm87640-0_T_F_1921579875,0.0,0
exm87652-0_B_F_1921442493,0.0,0
exm87658-0_B_F_1921507825,0.0,0
exm87674-0_T_R_1921566092,0.0,0
exm87677-0_T_F_1921537843,0.0,0
exm87686-0_T_F_1921388865,0.0,0
exm87690-0_T_F_1921531741,0.0,0
exm87701-0_B_R_1919131652,0.0,0
exm87711-0_T_F_1921472587,0.0,0
exm87717-0_B_R_2058869045,0.0,0
exm87719-0_T_F_1921356193,0.0,0
exm87720-0_T_F_1921371833,0.0,0
exm87724-0_T_R_1921483676,0.0,0
exm87725-0_B_F_1921367057,0.0,0
exm87728-0_T_F_1921508427,0.0,0
exm87741-0_T_F_1921387109,0.0,0
exm2249723-0_B_F_1975255452,0.0,0
exm87757-0_B_R_1921340180,0.0,0
exm87762-0_B_R_1921482474,0.0,0
exm87767-0_B_R_1921542096,0.0,0
exm87773-0_T_F_1921489421,0.0,0
exm87775-0_T_F_1921425069,0.0,0
exm87781-0_B_R_1919171292,0.0,0
exm87783-0_B_R_1921541070,0.0,0
exm87798-0_T_R_1921463356,0.0,0
exm87799-0_B_R_1921546118,0.0,0
exm87807-0_B_R_1921568064,0.0,0
exm87810-0_B_F_1921579079,0.0,0
exm87824-0_B_R_1921422466,0.0,0
exm1703735-0_T_F_1927714720,0.0,0
exm87852-0_B_R_1921338052,0.0,0
exm87863-0_B_R_1921353780,0.0,0
exm87870-0_B_R_1921509748,0.0,0
exm87871-0_B_R_1919114856,0.0,0
exm87873-0_B_F_1921521927,0.0,0
exm87879-0_B_F_1921418155,0.0,0
exm87913-0_B_R_1919184940,0.0,0
exm87915-0_B_R_1921458292,0.0,0
exm87917-0_T_R_2060425377,0.0,0
exm87939-0_T_R_1921542630,0.0,0
exm87940-0_T_R_1921362600,0.0,0
exm87945-0_B_R_1921464130,0.0,0
exm87956-0_T_R_1921409208,0.0,0
exm87958-0_B_F_1921390925,0.0,0
exm87959-0_B_R_1919119946,0.0,0
exm87965-0_T_R_1919136176,0.0,0
exm87967-0_B_F_1921455615,0.0,0
exm87969-0_T_F_1919174875,0.0,0
exm87974-0_T_R_2060142146,0.0,0
exm87981-0_T_R_2060142342,0.0,0
exm87986-0_B_F_2060421009,0.0,0
exm88007-0_T_R_1919161040,0.0,0
exm88018-0_T_F_1921548645,0.0,0
exm88023-0_B_F_1919146231,0.0,0
exm88035-0_T_R_1921559512,0.0,0
exm-rs12046117-131_T_R_1990487919,0.0,0
exm88082-0_B_R_1921367822,0.0,0
exm88102-0_B_R_1921391116,0.0,0
exm88137-0_B_R_1921567364,0.0,0
exm88139-0_T_F_1921414419,0.0,0
exm88147-0_B_R_1921411104,0.0,0
exm2268744-0_B_F_1984845185,0.0,0
exm88161-0_B_F_1919132423,0.0,0
exm88194-0_T_F_1919189949,0.0,0
exm88198-0_B_F_1919143513,0.0,0
exm2249732-0_B_F_1975255082,0.0,0
exm88226-0_B_R_1921513944,0.0,0
exm88230-0_B_R_1921541946,0.0,0
exm88246-0_B_F_2060143139,0.0,0
exm88253-0_T_R_1921371218,0.0,0
exm88257-0_B_F_1921510869,0.0,0
exm88273-0_T_F_1921433559,0.0,0
exm88289-0_T_R_1921399472,0.0,0
exm88341-0_B_F_1921490397,0.0,0
exm2249734-0_T_R_1975242888,0.0,0
exm88360-0_T_R_1921411848,0.0,0
exm88364-0_B_F_1921534317,0.0,0
exm88370-0_B_F_1919130647,0.0,0
exm88376-0_B_F_1921422155,0.0,0
exm88387-0_T_F_1921579903,0.0,0
exm88395-0_T_F_1921461237,0.0,0
exm2259741-0_T_F_1975243195,0.0,0
exm88397-0_B_R_1921484658,0.0,0
exm88409-0_T_R_1919139560,0.0,0
exm1704353-0_T_R_1927699185,0.0,0
exm88425-0_B_F_1921338369,0.0,0
exm88431-0_T_R_1919169904,0.0,0
exm88432-0_T_R_1919153246,0.0,0
exm88438-0_B_R_1921470856,0.0,0
exm88444-0_T_R_1921392448,0.0,0
exm88455-0_T_R_1921500402,0.0,0
exm88460-0_B_R_1921431558,0.0,0
exm88493-0_B_R_1921532246,0.0,0
exm88496-0_B_F_1921370375,0.0,0
exm88511-0_B_R_1921415098,0.0,0
exm88516-0_T_F_1921579151,0.0,0
exm88536-0_B_F_1921336845,0.0,0
exm88540-0_T_R_1921553116,0.0,0
exm88545-0_B_F_1921399737,0.0,0
exm88553-0_B_R_1921408412,0.0,0
exm88557-0_B_F_1921446933,0.0,0
exm88562-0_T_F_1921335909,0.0,0
exm88590-0_B_R_1919119198,0.0,0
exm88599-0_T_F_1921425829,0.0,0
exm88603-0_B_R_1921442452,0.0,0
exm88606-0_T_R_1919143214,0.0,0
exm88613-0_T_F_1921459297,0.0,0
exm88634-0_T_F_1919166095,0.0,0
exm88637-0_T_R_1919138682,0.0,0
exm88646-0_T_F_1921488775,0.0,0
exm88649-0_T_R_1919161570,0.0,0
exm88656-0_T_R_1919183802,0.0,0
exm88658-0_B_R_2060424008,0.0,0
exm-rs17038182-131_T_F_1990489121,0.0,0
exm-rs12735613-131_T_F_1990488289,0.0,0
exm2263834-0_B_R_1984845528,0.0,0
exm-rs10923574-131_B_R_1990478270,0.0,0
exm2259744-0_B_F_1975243031,0.0,0
exm88670-0_T_F_1921516317,0.0,0
exm88680-0_T_R_1921391556,0.0,0
exm88703-0_T_R_1921415962,0.0,0
exm88705-0_B_F_1921434503,0.0,0
exm88716-0_B_F_1919117811,0.0,0
exm88721-0_T_R_2060152534,0.0,0
exm-rs984222-131_B_R_1990486361,0.0,0
exm2268746-0_T_R_2060128742,0.0,0
exm-rs12021830-131_B_F_1990478809,0.0,0
exm88727-0_B_R_1921417756,0.0,0
exm88747-0_B_R_1921435142,0.0,0
exm88750-0_B_R_2058870929,0.0,0
exm88756-0_B_F_1921483315,0.0,0
exm88765-0_T_R_1921487502,0.0,0
exm88783-0_B_R_1921374050,0.0,0
exm88793-0_B_R_1921442654,0.0,0
exm88807-0_T_F_1921575265,0.0,0
exm88823-0_T_R_1921327014,0.0,0
exm88832-0_T_F_1921470829,0.0,0
exm88845-0_B_R_1921394812,0.0,0
exm88885-0_T_R_1919128462,0.0,0
exm88936-0_T_F_1921414357,0.0,0
exm89032-0_T_F_2058863297,0.0,0
exm89096-0_T_R_1921373068,0.0,0
exm89103-0_B_F_1921396049,0.0,0
exm89136-0_T_F_1921494683,0.0,0
exm89157-0_B_R_1921467834,0.0,0
exm89159-0_B_F_1921523611,0.0,0
exm2264896-0_B_R_1984844676,0.0,0
exm89161-0_B_F_1921457163,0.0,0
exm89190-0_B_F_1919116551,0.0,0
exm89198-0_T_F_1921491225,0.0,0
exm89204-0_T_R_1921495110,0.0,0
exm2249751-0_T_F_1975256562,0.0,0
exm89221-0_T_R_1921365664,0.0,0
